control,is_ditch,ratio,measured,predicted,dz,rise_before,horiz_near,have_prev
0,1,5.0117300739036095,4.221784515652336,0.8423806656378865,-1.0193828437797345,0.022579166159032948,4.596502066084886,1.0
0,1,4.971812102209042,4.181412282410867,0.8410237950370268,-1.007614025051689,0.023123257061226327,4.589098217949865,1.0
0,1,3.533122050857558,6.3992702885886406,1.8112225381615144,-0.8977634481829817,0.016045119765325466,6.772612425387052,1.0
0,1,3.107853027052737,5.54105580449795,1.7829207997498797,-0.7353707773171485,0.02291322071592817,6.666785172695477,1.0
0,1,3.020866191776287,5.369080423073256,1.7773314282140398,-0.7028132962069491,0.02352478810086204,6.645885119656078,1.0
0,1,3.009797310687725,4.0373074652757355,1.34138848850032,-0.6685993684654237,-0.003287652525068888,6.201728042789216,1.0
0,1,3.1086515632603,4.174749966633459,1.3429456089491913,-0.7022995206740079,-0.004091370933920493,6.208927178339098,1.0
0,1,3.2178060923028324,4.326121323244561,1.3444319511958407,-0.7394716415017519,-0.005022257311802165,6.215799080454893,1.0
0,1,3.3388209460594966,4.493071242598136,1.3457059588358264,-0.7805599720101604,-0.005765178138013564,6.221689282268434,1.0
0,1,3.4166259268953736,4.324756107508174,1.2657973685278452,-0.7586347730265688,-0.0024194555291313295,5.852242735185856,1.0
0,1,3.307035729640191,4.190484379035008,1.267142154370052,-0.7250013008763061,-0.0004476831820709207,5.858460170433481,1.0
0,1,3.2059548039725434,4.067846358337067,1.2688408312233665,-0.6941652712418849,0.0011216040336578543,5.866313772851535,1.0
0,1,3.10644039832385,3.950593016089834,1.2717427375144443,-0.6643662587409191,0.0012176791300316195,5.879730343649041,1.0
0,1,3.015119596659831,3.84363285380459,1.2747862002099655,-0.6370848920438317,0.0010954924764584267,5.893801381314721,1.0
0,1,4.107127571870467,2.8921569182160027,0.7041799573074516,-0.7809481593439467,0.0,4.387435330712048,0.0
0,1,4.095519514370421,2.8887568753507953,0.7053456503417164,-0.7793185247040726,0.0,4.3946982508650905,0.0
0,1,4.094999381341767,2.8927484260134824,0.7064099787643057,-0.7803633294992036,0.0,4.401329612743956,0.0
0,1,4.10284070451473,2.90286232635214,0.7075249894927326,-0.7835752766096209,0.0,4.4082767537599095,0.0
0,1,4.120482853496617,2.9197301346409477,0.708589317915322,-0.7892159660379165,0.0,4.4149081156387755,0.0
0,1,4.148051517546136,2.943679884624122,0.7096536463379113,-0.7973843920144534,0.0,4.42153947751764,0.0
0,1,4.185339010444461,2.974383542557444,0.7106672924546631,-0.8079815603088687,0.0,4.427855060259416,0.0
0,1,4.232923611348762,3.0124910486257894,0.7116809385714148,-0.8212213622673548,0.0,4.434170643001194,0.0
0,1,4.290309709209259,3.0576804963885014,0.7126945846881665,-0.836988900774081,0.0,4.440486225742968,0.0
0,1,4.358357609549723,3.110595698726886,0.7137082308049183,-0.8555139700607062,0.0,4.446801808484745,0.0
